time,temperature_obs,temperature_source,station_id,station_name,station_altitude_m,latitude,longitude,humidity_percent,pressure_hpa,pressure_sea_level_hpa,wind_speed_ms,wind_direction_deg,precip_mm
2026-09-19 00:00:00+02:00,20.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,78.0,1018.1,1019.6,1.2,352.0,0.0
2026-09-19 01:00:00+02:00,20.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,79.0,1018.5,1020.0,1.1,355.0,0.0
2026-09-19 02:00:00+02:00,19.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,81.0,1018.3,1019.8,1.0,316.0,0.0
2026-09-19 03:00:00+02:00,19.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,82.0,1018.1,1019.6,1.2,282.0,0.0
2026-09-19 04:00:00+02:00,18.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,84.0,1018.1,1019.6,1.0,275.0,0.0
2026-09-19 05:00:00+02:00,18.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,85.0,1018.2,1019.7,1.2,252.0,0.0
2026-09-19 06:00:00+02:00,18.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,85.0,1018.4,1019.9,1.1,261.0,0.0
2026-09-19 07:00:00+02:00,18.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,86.0,1018.8,1020.3,1.4,247.0,0.0
2026-09-19 08:00:00+02:00,18.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,85.0,1019.1,1020.6,0.8,255.0,0.0
2026-09-19 09:00:00+02:00,18.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,85.0,1019.7,1021.2,1.4,258.0,0.0
2026-09-19 10:00:00+02:00,20.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,75.0,1020.2,1021.7,0.8,328.0,0.0
2026-09-19 11:00:00+02:00,24.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,61.0,1020.9,1022.4,1.8,24.0,0.0
2026-09-19 12:00:00+02:00,26.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,59.0,1021.2,1022.7,2.4,31.0,0.0
2026-09-19 13:00:00+02:00,27.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,63.0,1021.1,1022.6,1.5,86.0,0.0
2026-09-19 14:00:00+02:00,27.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,60.0,1020.5,1022.0,2.4,70.0,0.0
2026-09-19 15:00:00+02:00,27.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,64.0,1020.1,1021.6,1.7,86.0,0.0
2026-09-19 16:00:00+02:00,27.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,62.0,1019.9,1021.4,1.6,111.0,0.0
2026-09-19 17:00:00+02:00,26.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,64.0,1019.7,1021.2,3.3,111.0,0.0
2026-09-19 18:00:00+02:00,26.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,59.0,1019.9,1021.4,3.2,140.0,0.0
2026-09-19 19:00:00+02:00,25.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,62.0,1020.0,1021.5,2.7,153.0,0.0
2026-09-19 20:00:00+02:00,25.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,59.0,1020.4,1021.9,2.5,131.0,0.0
2026-09-19 21:00:00+02:00,24.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,64.0,1020.8,1022.3,1.3,133.0,0.0
2026-09-19 22:00:00+02:00,23.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,70.0,1021.5,1023.0,0.0,0.0,0.0
2026-09-19 23:00:00+02:00,22.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,75.0,1022.2,1023.7,0.7,33.0,0.0
