time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,temperature_100m_agl,deltaT_100m_model_K,temperature_200m_agl,deltaT_200m_model_K,temperature_500m_agl,deltaT_500m_model_K,inversion_index,surface_temperature_obs,dwd_temperature_obs,surface_temperature_for_profile,surface_temperature_source,surface_temp_bias_K,inversion_index_corrected,surface_correction_used,deltaT_100m_surface_K,deltaT_200m_surface_K,deltaT_500m_surface_K,local_stratification_index,local_max_gradient_K_per_100m,local_positive_deltaT_K,local_inversion_depth_m,local_surface_measured,local_inverted_layer_count,local_strongest_layer,local_profile_top_m,local_profile_point_count
2026-09-19 00:00:00+02:00,20.4,1017.1,1.36,306,1,22.0,164.0,2.77,319,20.2,383.61,1.49,333,18.3,608.0,0.69,39,16.8,836.0,1.45,67,15.4,1069.0,2.85,78,12.7,1552.0,3.69,68,1.0884353741496609,147.0,1.6000000000000014,149.0,21.466666666666665,1.0666666666666664,21.581986248349345,1.1819862483493466,19.087468247248093,-1.3125317527519051,2.8159648526077126,,,20.4,model_2m,,2.8159648526077126,False,1.0666666666666664,1.1819862483493466,-1.3125317527519051,4.140000000000001,1.0884353741496609,1.6000000000000014,147.0,False,1,Boden-1000hPa,593.0,4
2026-09-19 01:00:00+02:00,20.0,1017.6,1.17,301,0,21.9,168.0,3.26,317,20.1,387.12,1.71,329,18.3,611.0,0.69,39,17.0,839.0,1.66,70,15.6,1072.0,3.44,78,12.8,1556.0,4.26,60,1.2582781456953633,151.0,1.8999999999999986,153.0,21.233112582781455,1.2331125827814553,21.513910186199343,1.5139101861993431,19.07184205824549,-0.9281579417545096,3.2458432671081656,,,20.0,model_2m,,3.2458432671081656,False,1.2331125827814553,1.5139101861993431,-0.9281579417545096,4.415833333333332,1.2582781456953633,1.8999999999999986,151.0,False,1,Boden-1000hPa,596.0,4
2026-09-19 02:00:00+02:00,19.6,1017.5,1.3,293,8,21.8,167.0,3.68,315,20.2,386.12,1.85,322,18.6,610.0,0.46,45,17.1,838.0,1.68,90,15.7,1072.0,3.39,96,12.9,1555.0,3.84,73,1.4666666666666661,150.0,2.1999999999999993,152.0,21.037333333333333,1.4373333333333314,21.449507119386638,1.8495071193866366,19.278935143827052,-0.3210648561729492,3.7388888888888876,,,19.6,model_2m,,3.7388888888888876,False,1.4373333333333314,1.8495071193866366,-0.3210648561729492,4.5,1.4666666666666661,2.1999999999999993,150.0,False,1,Boden-1000hPa,595.0,4
2026-09-19 03:00:00+02:00,19.1,1017.5,1.24,284,12,21.7,167.0,3.11,315,20.0,386.12,1.43,332,18.3,610.0,0.92,69,16.7,838.0,1.9,87,15.4,1071.0,3.27,96,12.7,1554.0,3.69,74,1.7333333333333318,150.0,2.599999999999998,152.0,20.798666666666666,1.6986666666666643,21.327601314348303,2.227601314348302,19.021368590316243,-0.07863140968375859,3.9499999999999997,,,19.1,model_2m,,3.9499999999999997,False,1.6986666666666643,2.227601314348302,-0.07863140968375859,4.5,1.7333333333333318,2.599999999999998,150.0,False,1,Boden-1000hPa,595.0,4
2026-09-19 04:00:00+02:00,18.7,1017.2,1.17,290,24,21.6,164.0,2.83,318,19.9,383.13,1.26,344,18.2,607.0,1.23,75,16.6,835.0,2.02,84,15.2,1068.0,3.14,90,12.6,1551.0,3.6,80,1.97278911564626,147.0,2.900000000000002,149.0,20.633333333333333,1.9333333333333336,21.20434445306439,2.504344453064391,18.89861973466744,0.19861973466744232,4.058000000000001,,,18.7,model_2m,,4.058000000000001,False,1.9333333333333336,2.504344453064391,0.19861973466744232,4.49,1.97278911564626,2.900000000000002,147.0,False,1,Boden-1000hPa,592.0,4
2026-09-19 05:00:00+02:00,18.3,1017.5,1.34,297,13,21.4,166.0,3.36,323,19.7,385.13,1.8,343,18.0,609.0,1.23,52,16.4,837.0,1.91,69,15.2,1070.0,2.94,81,12.4,1553.0,3.33,81,2.0805369127516764,149.0,3.099999999999998,151.0,20.338926174496642,2.038926174496641,21.019860356865784,2.7198603568657838,18.71380712020369,0.41380712020368904,4.135999999999999,,,18.3,model_2m,,4.135999999999999,False,2.038926174496641,2.7198603568657838,0.41380712020368904,4.496666666666666,2.0805369127516764,3.099999999999998,149.0,False,1,Boden-1000hPa,594.0,4
2026-09-19 06:00:00+02:00,18.1,1017.5,1.26,288,4,21.3,166.0,3.52,325,19.7,385.13,2.3,343,18.0,609.0,1.64,23,16.6,837.0,2.21,45,15.6,1070.0,3.18,66,12.6,1553.0,4.15,78,2.147651006711409,149.0,3.1999999999999993,151.0,20.20469798657718,2.104697986577179,20.942221512344272,2.8422215123442705,18.71380712020369,0.6138071202036883,4.1735,,,18.1,model_2m,,4.1735,False,2.104697986577179,2.8422215123442705,0.6138071202036883,4.496666666666666,2.147651006711409,3.1999999999999993,149.0,False,1,Boden-1000hPa,594.0,4
2026-09-19 07:00:00+02:00,17.8,1018.1,1.04,287,6,21.1,172.0,2.25,339,19.5,390.64,1.86,14,17.9,614.0,2.29,49,16.2,842.0,2.69,48,14.9,1074.0,3.29,58,12.2,1556.0,3.86,67,2.1290322580645165,155.0,3.3000000000000007,157.0,19.886451612903226,2.0864516129032253,20.78532747896085,2.9853274789608477,18.60916905444126,0.8091690544412593,4.220000000000001,,,17.8,model_2m,,4.220000000000001,False,2.0864516129032253,2.9853274789608477,0.8091690544412593,4.5166666666666675,2.1290322580645165,3.3000000000000007,155.0,False,1,Boden-1000hPa,599.0,4
2026-09-19 08:00:00+02:00,17.4,1018.6,1.26,288,12,21.0,175.0,2.1,335,19.4,393.63,1.73,23,17.7,617.0,2.6,60,15.9,845.0,2.64,54,14.6,1077.0,3.13,59,11.9,1559.0,4.09,68,2.278481012658229,158.0,3.6000000000000014,160.0,19.632911392405063,2.2329113924050645,20.707267987010017,3.307267987010018,18.47629045977526,1.0762904597752616,4.337000000000001,,,17.4,model_2m,,4.337000000000001,False,2.2329113924050645,3.307267987010018,1.0762904597752616,4.526666666666666,2.278481012658229,3.6000000000000014,158.0,False,1,Boden-1000hPa,378.63,3
2026-09-19 09:00:00+02:00,18.3,1019.0,1.26,288,30,20.9,179.0,2.15,332,19.3,397.63,1.81,24,17.7,621.0,2.84,61,16.0,848.0,3.18,51,14.6,1081.0,3.84,55,11.9,1563.0,4.61,69,1.604938271604937,162.0,2.599999999999998,164.0,19.872839506172838,1.572839506172837,20.636541188309014,2.3365411883090133,18.459278327438778,0.159278327438777,3.967999999999999,,,18.3,model_2m,,3.967999999999999,False,1.572839506172837,2.3365411883090133,0.159278327438777,4.54,1.604938271604937,2.599999999999998,162.0,False,1,Boden-1000hPa,382.63,3
