time,level_type,pressure_hPa,height_msl_m,height_agl_m,temperature_C,usable_for_inversion
2026-09-13 00:00:00+02:00,surface,,9.0,2.0,16.8,True
2026-09-13 00:00:00+02:00,pressure,1000.0,158.0,151.0,15.6,True
2026-09-13 00:00:00+02:00,pressure,975.0,373.0,366.0,14.4,True
2026-09-13 00:00:00+02:00,pressure,950.0,592.0,585.0,13.0,True
2026-09-13 00:00:00+02:00,pressure,925.0,816.9,809.9,12.5,True
2026-09-13 00:00:00+02:00,pressure,900.0,1046.85,1039.85,12.0,True
2026-09-13 00:00:00+02:00,pressure,850.0,1523.0,1516.0,10.9,True
2026-09-13 01:00:00+02:00,surface,,9.0,2.0,16.8,True
2026-09-13 01:00:00+02:00,pressure,1000.0,158.0,151.0,15.8,True
2026-09-13 01:00:00+02:00,pressure,975.0,373.0,366.0,14.6,True
2026-09-13 01:00:00+02:00,pressure,950.0,592.0,585.0,13.2,True
2026-09-13 01:00:00+02:00,pressure,925.0,816.9,809.9,12.3,True
2026-09-13 01:00:00+02:00,pressure,900.0,1046.85,1039.85,11.5,True
2026-09-13 01:00:00+02:00,pressure,850.0,1523.0,1516.0,9.8,True
2026-09-13 02:00:00+02:00,surface,,9.0,2.0,16.8,True
2026-09-13 02:00:00+02:00,pressure,1000.0,155.0,148.0,15.6,True
2026-09-13 02:00:00+02:00,pressure,975.0,370.0,363.0,14.5,True
2026-09-13 02:00:00+02:00,pressure,950.0,590.0,583.0,13.6,True
2026-09-13 02:00:00+02:00,pressure,925.0,814.9,807.9,12.4,True
2026-09-13 02:00:00+02:00,pressure,900.0,1044.85,1037.85,11.3,True
2026-09-13 02:00:00+02:00,pressure,850.0,1521.0,1514.0,8.9,True
2026-09-13 03:00:00+02:00,surface,,9.0,2.0,16.7,True
2026-09-13 03:00:00+02:00,pressure,1000.0,147.0,140.0,15.8,True
2026-09-13 03:00:00+02:00,pressure,975.0,362.0,355.0,15.0,True
2026-09-13 03:00:00+02:00,pressure,950.0,583.0,576.0,14.1,True
2026-09-13 03:00:00+02:00,pressure,925.0,808.13,801.13,12.9,True
2026-09-13 03:00:00+02:00,pressure,900.0,1038.33,1031.33,11.6,True
2026-09-13 03:00:00+02:00,pressure,850.0,1515.0,1508.0,9.2,True
2026-09-13 04:00:00+02:00,surface,,9.0,2.0,16.7,True
2026-09-13 04:00:00+02:00,pressure,1000.0,145.0,138.0,15.7,True
2026-09-13 04:00:00+02:00,pressure,975.0,360.0,353.0,15.3,True
2026-09-13 04:00:00+02:00,pressure,950.0,581.0,574.0,14.7,True
2026-09-13 04:00:00+02:00,pressure,925.0,806.13,799.13,13.3,True
2026-09-13 04:00:00+02:00,pressure,900.0,1036.33,1029.33,11.9,True
2026-09-13 04:00:00+02:00,pressure,850.0,1513.0,1506.0,9.1,True
2026-09-13 05:00:00+02:00,surface,,9.0,2.0,16.8,True
2026-09-13 05:00:00+02:00,pressure,1000.0,144.0,137.0,15.8,True
2026-09-13 05:00:00+02:00,pressure,975.0,360.0,353.0,15.3,True
2026-09-13 05:00:00+02:00,pressure,950.0,580.0,573.0,14.3,True
2026-09-13 05:00:00+02:00,pressure,925.0,805.6,798.6,13.1,True
2026-09-13 05:00:00+02:00,pressure,900.0,1036.28,1029.28,11.8,True
2026-09-13 05:00:00+02:00,pressure,850.0,1514.0,1507.0,9.3,True
2026-09-13 06:00:00+02:00,surface,,9.0,2.0,16.9,True
2026-09-13 06:00:00+02:00,pressure,1000.0,142.0,135.0,16.0,True
2026-09-13 06:00:00+02:00,pressure,975.0,358.0,351.0,15.8,True
2026-09-13 06:00:00+02:00,pressure,950.0,579.0,572.0,15.1,True
2026-09-13 06:00:00+02:00,pressure,925.0,804.6,797.6,13.7,True
2026-09-13 06:00:00+02:00,pressure,900.0,1035.28,1028.28,12.3,True
2026-09-13 06:00:00+02:00,pressure,850.0,1513.0,1506.0,9.5,True
2026-09-13 07:00:00+02:00,surface,,9.0,2.0,17.0,True
2026-09-13 07:00:00+02:00,pressure,1000.0,143.0,136.0,16.1,True
2026-09-13 07:00:00+02:00,pressure,975.0,358.0,351.0,15.3,True
2026-09-13 07:00:00+02:00,pressure,950.0,579.0,572.0,14.8,True
2026-09-13 07:00:00+02:00,pressure,925.0,804.36,797.36,13.5,True
2026-09-13 07:00:00+02:00,pressure,900.0,1034.81,1027.81,12.1,True
