time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa
2026-09-03 00:00:00+02:00,25.2,1019.2,0.51,259,0,24.8,185.0,0.32,288,24.1,407.55,1.47,29,23.4,635.0,3.01,35,23.6,868.0,2.78,40,22.8,1108.0,1.04,63,22.6,1607.0,6.03,219
2026-09-03 01:00:00+02:00,25.0,1019.3,0.73,254,17,24.7,185.0,1.17,239,24.0,407.55,0.59,31,23.2,635.0,2.28,45,23.8,869.0,2.42,56,23.1,1108.0,0.74,72,22.8,1607.0,5.92,228
2026-09-03 02:00:00+02:00,24.9,1019.3,0.81,263,19,25.0,185.0,1.84,248,24.2,408.04,0.47,318,23.3,636.0,1.76,38,24.3,869.0,2.05,61,23.6,1109.0,0.48,104,23.7,1609.0,5.72,235
2026-09-03 03:00:00+02:00,24.6,1018.7,0.8,270,36,25.0,180.0,2.04,259,24.2,403.04,0.77,306,23.4,631.0,1.49,30,24.3,864.0,1.71,58,23.6,1104.0,0.26,117,23.7,1604.0,5.41,237
2026-09-03 04:00:00+02:00,24.4,1018.8,0.71,278,4,25.1,181.0,1.9,273,24.3,403.55,0.94,318,23.5,631.0,1.44,27,24.5,865.0,1.27,52,23.7,1105.0,0.23,360,23.5,1605.0,5.04,245
2026-09-03 05:00:00+02:00,23.9,1019.0,0.73,286,0,24.9,182.0,1.63,281,24.0,404.55,0.9,332,23.1,632.0,1.49,30,24.0,865.0,1.27,52,23.4,1105.0,0.42,34,22.8,1604.0,4.33,255
2026-09-03 06:00:00+02:00,23.6,1019.2,0.81,300,0,24.8,184.0,1.22,305,23.9,406.06,1.05,2,23.0,633.0,1.76,38,23.7,867.0,1.19,41,23.4,1106.0,0.42,34,22.6,1605.0,3.69,264
2026-09-03 07:00:00+02:00,23.2,1019.3,0.72,304,0,24.6,184.0,1.03,331,23.6,406.55,1.2,17,22.7,634.0,1.83,40,23.5,867.0,1.3,31,23.3,1107.0,0.26,27,22.4,1605.0,3.43,266
2026-09-03 08:00:00+02:00,23.1,1019.6,0.81,300,0,24.3,187.0,0.63,342,23.4,409.06,0.9,29,22.5,636.0,1.45,48,23.3,869.0,1.15,29,23.0,1109.0,0.26,333,22.3,1607.0,3.31,263
2026-09-03 09:00:00+02:00,24.2,1020.1,0.67,297,0,24.1,191.0,0.7,360,23.2,413.06,0.87,34,22.4,640.0,1.23,52,23.3,873.0,1.0,27,23.1,1113.0,0.47,360,22.3,1611.0,2.96,260
2026-09-03 10:00:00+02:00,26.4,1020.4,0.14,315,0,24.2,194.0,0.41,14,23.3,416.55,0.63,49,22.4,644.0,0.96,63,23.4,876.0,0.81,34,23.1,1116.0,0.48,14,22.3,1614.0,2.76,254
2026-09-03 11:00:00+02:00,28.2,1020.6,0.98,114,8,25.3,197.0,1.08,112,23.8,419.55,1.15,89,22.4,647.0,1.36,72,23.4,880.0,1.15,61,23.0,1119.0,0.68,59,22.2,1617.0,2.24,254
2026-09-03 12:00:00+02:00,29.3,1020.6,2.06,113,35,26.0,198.0,2.33,115,24.5,420.55,1.7,105,22.9,648.0,1.19,85,23.6,881.0,0.79,82,23.1,1121.0,0.47,90,22.3,1619.0,1.97,255
2026-09-03 13:00:00+02:00,29.9,1020.4,2.75,109,29,26.3,196.0,3.45,112,25.1,419.03,2.47,108,24.0,647.0,1.52,98,24.1,881.0,0.85,113,23.3,1121.0,0.74,129,22.3,1619.0,1.9,266
2026-09-03 14:00:00+02:00,30.2,1019.8,3.16,108,0,26.5,191.0,4.14,110,25.8,414.53,2.96,108,25.0,643.0,1.77,104,24.6,877.0,1.27,128,23.8,1117.0,0.99,159,22.8,1616.0,2.19,280
2026-09-03 15:00:00+02:00,30.5,1019.7,3.64,106,0,26.8,190.0,5.03,107,26.2,414.01,3.83,111,25.7,643.0,2.64,117,24.9,877.0,2.13,137,24.6,1118.0,1.75,176,23.7,1618.0,3.29,293
2026-09-03 16:00:00+02:00,30.3,1019.3,3.85,99,0,26.7,187.0,5.38,100,26.3,411.01,4.35,105,25.9,640.0,3.37,112,25.0,874.0,2.21,135,25.2,1115.0,1.99,187,24.1,1616.0,4.36,287
2026-09-03 17:00:00+02:00,29.8,1018.8,3.93,97,0,26.6,182.0,5.76,98,26.5,406.02,4.7,100,26.4,635.0,3.65,104,26.0,870.0,2.38,131,26.6,1112.0,1.95,197,24.9,1615.0,5.5,285
2026-09-03 18:00:00+02:00,29.1,1018.1,3.52,97,11,26.3,176.0,5.23,97,26.2,399.53,4.69,98,26.1,628.0,4.15,100,25.8,863.0,3.01,112,26.5,1105.0,1.66,168,25.5,1607.0,4.7,275
2026-09-03 19:00:00+02:00,28.4,1018.0,2.8,90,16,26.1,175.0,4.1,91,26.0,398.53,3.89,94,25.9,627.0,3.68,97,25.5,862.0,2.96,101,26.1,1103.0,1.47,162,25.3,1606.0,4.19,265
2026-09-03 20:00:00+02:00,27.4,1018.4,2.01,84,22,25.6,178.0,3.2,88,25.6,401.53,3.32,91,25.7,630.0,3.45,94,24.9,864.0,3.81,93,25.3,1105.0,2.26,145,25.1,1607.0,5.5,255
