time,temperature_2m,surface_pressure,wind_speed_10m,wind_direction_10m,cloud_cover,temperature_1000hPa,geopotential_height_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,temperature_975hPa,geopotential_height_975hPa,wind_speed_975hPa,wind_direction_975hPa,temperature_950hPa,geopotential_height_950hPa,wind_speed_950hPa,wind_direction_950hPa,temperature_925hPa,geopotential_height_925hPa,wind_speed_925hPa,wind_direction_925hPa,temperature_900hPa,geopotential_height_900hPa,wind_speed_900hPa,wind_direction_900hPa,temperature_850hPa,geopotential_height_850hPa,wind_speed_850hPa,wind_direction_850hPa,max_inv_gradient_K_per_100m,inversion_depth_m,positive_deltaT_K,lowest_profile_height_agl_m,inversion_index,dwd_temperature_obs,surface_temp_bias_K,inversion_index_corrected,surface_correction_used
2026-08-26 00:00:00+02:00,16.2,1017.7,3.83,75,100,17.4,156.0,11.72,87,18.8,373.0,14.81,109,17.7,596.0,11.66,125,15.5,822.06,11.24,126,13.4,1053.23,10.82,127,9.1,1532.0,9.98,129,2.222222222222221,271.0,2.6000000000000014,56.0,4.131500000000001,,,4.131500000000001,False
2026-08-26 01:00:00+02:00,15.7,1018.1,3.73,82,50,17.3,159.0,11.99,97,18.9,376.0,13.95,118,17.3,599.0,13.45,125,15.2,824.83,12.31,126,13.0,1055.76,11.16,127,8.8,1534.0,8.9,130,2.8070175438596516,274.0,3.1999999999999993,59.0,4.361000000000001,,,4.361000000000001,False
2026-08-26 02:00:00+02:00,15.6,1017.8,3.83,83,28,17.2,157.0,11.72,98,18.8,374.0,13.92,119,17.3,596.0,12.47,126,15.3,822.06,11.0,126,13.2,1053.23,9.52,125,9.2,1532.0,6.57,124,2.9090909090909083,272.0,3.200000000000001,57.0,4.3580000000000005,16.349999999999998,0.7499999999999982,4.5185,True
2026-08-26 03:00:00+02:00,15.0,1018.3,3.44,82,81,16.8,161.0,10.97,100,18.6,378.0,12.96,120,17.1,600.0,11.36,125,15.0,825.83,9.96,123,13.0,1056.75,8.57,121,8.9,1535.0,5.84,114,3.05084745762712,276.0,3.6000000000000014,61.0,4.514,15.933333333333332,0.9333333333333318,4.609605461393601,True
2026-08-26 04:00:00+02:00,14.6,1018.6,3.22,83,100,16.7,163.0,10.9,101,18.3,380.0,12.1,122,16.8,602.0,10.6,127,14.8,827.59,9.49,122,12.8,1058.28,8.44,117,8.8,1536.0,6.7,101,3.4426229508196715,278.0,3.700000000000001,63.0,4.554500000000001,15.633333333333333,1.0333333333333332,4.665875000000001,True
2026-08-26 05:00:00+02:00,14.6,1018.2,3.41,87,99,16.0,159.0,10.71,101,17.9,375.0,12.99,122,16.5,597.0,11.43,125,14.5,822.36,10.28,120,12.5,1052.8,9.23,113,8.4,1530.0,7.63,96,2.4561403508771935,273.0,3.299999999999999,59.0,4.397,15.366666666666667,0.7666666666666675,4.223675925925925,True
2026-08-26 06:00:00+02:00,14.2,1018.5,3.4,88,100,15.9,162.0,10.8,106,17.5,378.0,13.22,124,16.1,599.0,11.64,122,14.2,824.13,10.91,117,12.3,1054.33,10.28,111,8.4,1531.0,9.34,99,2.8333333333333353,276.0,3.3000000000000007,62.0,4.4015,14.883333333333333,0.6833333333333336,4.551125000000001,True
2026-08-26 07:00:00+02:00,13.9,1018.4,3.21,94,89,15.8,161.0,10.63,108,17.6,377.0,12.1,122,16.0,598.0,11.32,120,14.1,823.13,11.12,116,12.1,1053.33,10.98,112,8.2,1530.0,10.9,103,3.220338983050848,275.0,3.700000000000001,61.0,4.550000000000001,15.083333333333334,1.1833333333333336,4.4247410546139365,True
2026-08-26 08:00:00+02:00,14.6,1018.3,3.34,81,81,15.5,160.0,9.59,98,17.8,376.0,11.45,115,16.1,598.0,11.54,115,14.1,822.89,11.66,114,12.1,1052.85,11.78,112,8.1,1529.0,12.05,109,1.5517241379310351,274.0,3.200000000000001,60.0,4.361000000000001,16.55,1.950000000000001,3.2707500000000005,True
2026-08-26 09:00:00+02:00,16.2,1018.6,3.81,85,75,15.1,163.0,8.93,94,17.5,379.0,12.53,111,16.0,600.0,12.41,109,14.0,824.89,12.54,109,11.9,1054.85,12.67,109,7.8,1531.0,12.93,108,1.1111111111111114,216.0,2.4000000000000004,63.0,3.261037037037038,18.283333333333335,2.0833333333333357,2.4457777777777783,True
