time,temperature_obs,temperature_source,station_id,station_name,station_altitude_m,latitude,longitude,humidity_percent,pressure_hpa,pressure_sea_level_hpa,wind_speed_ms,wind_direction_deg,precip_mm
2026-09-23 00:00:00+02:00,23.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,66.0,1017.9,1019.4,2.3,355.0,0.0
2026-09-23 01:00:00+02:00,23.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,60.0,1017.9,1019.4,0.9,355.0,0.0
2026-09-23 02:00:00+02:00,22.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,62.0,1018.0,1019.5,0.9,255.0,0.0
2026-09-23 03:00:00+02:00,21.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,64.0,1018.2,1019.7,0.7,217.0,0.0
2026-09-23 04:00:00+02:00,20.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,73.0,1018.2,1019.7,1.2,349.0,0.0
2026-09-23 05:00:00+02:00,20.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,70.0,1018.1,1019.6,0.6,307.0,0.0
2026-09-23 06:00:00+02:00,19.9,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,67.0,1018.3,1019.8,1.2,253.0,0.0
2026-09-23 07:00:00+02:00,19.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,64.0,1018.7,1020.2,1.2,255.0,0.0
2026-09-23 08:00:00+02:00,19.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,66.0,1019.2,1020.7,1.2,263.0,0.0
2026-09-23 09:00:00+02:00,19.8,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,64.0,1020.0,1021.5,0.9,268.0,0.0
2026-09-23 10:00:00+02:00,22.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,60.0,1020.4,1021.9,1.1,296.0,0.0
2026-09-23 11:00:00+02:00,25.5,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,56.0,1020.6,1022.1,0.8,321.0,0.0
2026-09-23 12:00:00+02:00,27.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,67.0,1020.7,1022.2,3.0,23.0,0.0
2026-09-23 13:00:00+02:00,28.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,67.0,1020.8,1022.3,2.2,36.0,0.0
2026-09-23 14:00:00+02:00,28.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,68.0,1020.7,1022.2,2.0,67.0,0.0
2026-09-23 15:00:00+02:00,28.1,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,65.0,1020.0,1021.5,2.8,38.0,0.0
2026-09-23 16:00:00+02:00,28.4,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,65.0,1019.7,1021.2,1.9,111.0,0.0
2026-09-23 17:00:00+02:00,27.2,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,70.0,1019.6,1021.1,2.6,117.0,0.0
2026-09-23 18:00:00+02:00,26.3,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,72.0,1019.4,1020.9,2.4,117.0,0.0
2026-09-23 19:00:00+02:00,25.7,AEMET,8416,VALENCIA DT,13.0,39.480556,-0.366389,74.0,1019.6,1021.1,2.1,121.0,0.0
