time,temperature_obs
2026-09-02 02:00:00+02:00,13.2
2026-09-02 02:10:00+02:00,12.6
2026-09-02 02:20:00+02:00,12.5
2026-09-02 02:30:00+02:00,12.4
2026-09-02 02:40:00+02:00,13.3
2026-09-02 02:50:00+02:00,13.4
2026-09-02 03:00:00+02:00,12.8
2026-09-02 03:10:00+02:00,12.7
2026-09-02 03:20:00+02:00,12.3
2026-09-02 03:30:00+02:00,12.2
2026-09-02 03:40:00+02:00,12.8
2026-09-02 03:50:00+02:00,12.1
2026-09-02 04:00:00+02:00,11.9
2026-09-02 04:10:00+02:00,11.5
2026-09-02 04:20:00+02:00,11.5
2026-09-02 04:30:00+02:00,11.4
2026-09-02 04:40:00+02:00,11.2
2026-09-02 04:50:00+02:00,11.4
2026-09-02 05:00:00+02:00,11.5
2026-09-02 05:10:00+02:00,11.3
2026-09-02 05:20:00+02:00,11.8
2026-09-02 05:30:00+02:00,11.2
2026-09-02 05:40:00+02:00,11.3
2026-09-02 05:50:00+02:00,11.3
2026-09-02 06:00:00+02:00,11.4
2026-09-02 06:10:00+02:00,11.6
2026-09-02 06:20:00+02:00,12.1
2026-09-02 06:30:00+02:00,11.7
2026-09-02 06:40:00+02:00,11.6
2026-09-02 06:50:00+02:00,11.5
2026-09-02 07:00:00+02:00,11.9
2026-09-02 07:10:00+02:00,12.1
2026-09-02 07:20:00+02:00,12.5
2026-09-02 07:30:00+02:00,12.9
2026-09-02 07:40:00+02:00,13.4
2026-09-02 07:50:00+02:00,13.5
2026-09-02 08:00:00+02:00,14.1
2026-09-02 08:10:00+02:00,14.1
2026-09-02 08:20:00+02:00,14.2
2026-09-02 08:30:00+02:00,14.3
2026-09-02 08:40:00+02:00,15.3
2026-09-02 08:50:00+02:00,15.5
2026-09-02 09:00:00+02:00,15.6
2026-09-02 09:10:00+02:00,15.7
2026-09-02 09:20:00+02:00,15.9
2026-09-02 09:30:00+02:00,16.2
2026-09-02 09:40:00+02:00,16.3
2026-09-02 09:50:00+02:00,16.5
2026-09-02 10:00:00+02:00,17.3
2026-09-02 10:10:00+02:00,18.0
2026-09-02 10:20:00+02:00,18.3
2026-09-02 10:30:00+02:00,18.0
2026-09-02 10:40:00+02:00,18.2
2026-09-02 10:50:00+02:00,18.6
2026-09-02 11:00:00+02:00,19.0
2026-09-02 11:10:00+02:00,19.7
2026-09-02 11:20:00+02:00,19.8
2026-09-02 11:30:00+02:00,20.7
2026-09-02 11:40:00+02:00,20.6
2026-09-02 11:50:00+02:00,21.0
2026-09-02 12:00:00+02:00,21.3
2026-09-02 12:10:00+02:00,22.2
2026-09-02 12:20:00+02:00,22.5
2026-09-02 12:30:00+02:00,22.6
2026-09-02 12:40:00+02:00,22.5
2026-09-02 12:50:00+02:00,23.0
2026-09-02 13:00:00+02:00,23.7
2026-09-02 13:10:00+02:00,23.7
2026-09-02 13:20:00+02:00,24.1
2026-09-02 13:30:00+02:00,24.3
2026-09-02 13:40:00+02:00,24.4
2026-09-02 13:50:00+02:00,24.4
2026-09-02 14:00:00+02:00,24.1
2026-09-02 14:10:00+02:00,23.7
2026-09-02 14:20:00+02:00,24.1
2026-09-02 14:30:00+02:00,24.2
2026-09-02 14:40:00+02:00,24.8
2026-09-02 14:50:00+02:00,24.8
2026-09-02 15:00:00+02:00,25.4
2026-09-02 15:10:00+02:00,26.1
2026-09-02 15:20:00+02:00,25.0
2026-09-02 15:30:00+02:00,25.2
2026-09-02 15:40:00+02:00,24.9
2026-09-02 15:50:00+02:00,24.9
2026-09-02 16:00:00+02:00,24.9
2026-09-02 16:10:00+02:00,25.4
2026-09-02 16:20:00+02:00,25.4
2026-09-02 16:30:00+02:00,25.2
2026-09-02 16:40:00+02:00,25.7
2026-09-02 16:50:00+02:00,26.3
2026-09-02 17:00:00+02:00,25.9
2026-09-02 17:10:00+02:00,25.7
2026-09-02 17:20:00+02:00,25.5
2026-09-02 17:30:00+02:00,25.4
2026-09-02 17:40:00+02:00,25.7
2026-09-02 17:50:00+02:00,25.0
2026-09-02 18:00:00+02:00,25.9
2026-09-02 18:10:00+02:00,25.4
2026-09-02 18:20:00+02:00,24.6
2026-09-02 18:30:00+02:00,24.4
2026-09-02 18:40:00+02:00,24.3
2026-09-02 18:50:00+02:00,24.4
2026-09-02 19:00:00+02:00,24.3
2026-09-02 19:10:00+02:00,24.2
2026-09-02 19:20:00+02:00,23.9
2026-09-02 19:30:00+02:00,23.8
2026-09-02 19:40:00+02:00,23.8
2026-09-02 19:50:00+02:00,23.4
2026-09-02 20:00:00+02:00,23.0
2026-09-02 20:10:00+02:00,22.7
2026-09-02 20:20:00+02:00,22.2
2026-09-02 20:30:00+02:00,21.3
2026-09-02 20:40:00+02:00,20.9
2026-09-02 20:50:00+02:00,21.7
2026-09-02 21:00:00+02:00,20.5
2026-09-02 21:10:00+02:00,19.9
2026-09-02 21:20:00+02:00,19.1
2026-09-02 21:30:00+02:00,18.9
2026-09-02 21:40:00+02:00,19.0
2026-09-02 21:50:00+02:00,18.9
