time,temperature_obs
2026-09-09 02:00:00+02:00,22.3
2026-09-09 02:10:00+02:00,21.9
2026-09-09 02:20:00+02:00,21.7
2026-09-09 02:30:00+02:00,21.4
2026-09-09 02:40:00+02:00,21.2
2026-09-09 02:50:00+02:00,21.0
2026-09-09 03:00:00+02:00,20.8
2026-09-09 03:10:00+02:00,20.6
2026-09-09 03:20:00+02:00,20.5
2026-09-09 03:30:00+02:00,20.4
2026-09-09 03:40:00+02:00,20.4
2026-09-09 03:50:00+02:00,20.1
2026-09-09 04:00:00+02:00,19.7
2026-09-09 04:10:00+02:00,19.4
2026-09-09 04:20:00+02:00,19.1
2026-09-09 04:30:00+02:00,18.9
2026-09-09 04:40:00+02:00,18.8
2026-09-09 04:50:00+02:00,18.7
2026-09-09 05:00:00+02:00,18.6
2026-09-09 05:10:00+02:00,18.5
2026-09-09 05:20:00+02:00,18.5
2026-09-09 05:30:00+02:00,18.3
2026-09-09 05:40:00+02:00,18.2
2026-09-09 05:50:00+02:00,18.1
2026-09-09 06:00:00+02:00,18.2
2026-09-09 06:10:00+02:00,18.3
2026-09-09 06:20:00+02:00,18.1
2026-09-09 06:30:00+02:00,18.0
2026-09-09 06:40:00+02:00,17.8
2026-09-09 06:50:00+02:00,17.9
2026-09-09 07:00:00+02:00,17.9
2026-09-09 07:10:00+02:00,17.9
2026-09-09 07:20:00+02:00,17.8
2026-09-09 07:30:00+02:00,17.8
2026-09-09 07:40:00+02:00,17.7
2026-09-09 07:50:00+02:00,17.6
2026-09-09 08:00:00+02:00,17.6
2026-09-09 08:10:00+02:00,17.6
2026-09-09 08:20:00+02:00,17.5
2026-09-09 08:30:00+02:00,17.5
2026-09-09 08:40:00+02:00,17.4
2026-09-09 08:50:00+02:00,17.3
2026-09-09 09:00:00+02:00,17.1
2026-09-09 09:10:00+02:00,17.3
2026-09-09 09:20:00+02:00,17.3
2026-09-09 09:30:00+02:00,17.4
2026-09-09 09:40:00+02:00,17.2
2026-09-09 09:50:00+02:00,17.0
2026-09-09 10:00:00+02:00,17.2
2026-09-09 10:10:00+02:00,17.2
2026-09-09 10:20:00+02:00,17.3
2026-09-09 10:30:00+02:00,17.3
2026-09-09 10:40:00+02:00,17.5
2026-09-09 10:50:00+02:00,17.5
2026-09-09 11:00:00+02:00,17.5
2026-09-09 11:10:00+02:00,17.8
2026-09-09 11:20:00+02:00,17.9
2026-09-09 11:30:00+02:00,18.2
2026-09-09 11:40:00+02:00,18.7
2026-09-09 11:50:00+02:00,18.6
2026-09-09 12:00:00+02:00,18.8
2026-09-09 12:10:00+02:00,19.1
2026-09-09 12:20:00+02:00,19.2
2026-09-09 12:30:00+02:00,19.2
2026-09-09 12:40:00+02:00,19.4
2026-09-09 12:50:00+02:00,19.1
2026-09-09 13:00:00+02:00,19.1
2026-09-09 13:10:00+02:00,19.5
2026-09-09 13:20:00+02:00,20.6
2026-09-09 13:30:00+02:00,19.9
2026-09-09 13:40:00+02:00,19.6
2026-09-09 13:50:00+02:00,19.6
2026-09-09 14:00:00+02:00,19.7
2026-09-09 14:10:00+02:00,19.7
2026-09-09 14:20:00+02:00,19.8
2026-09-09 14:30:00+02:00,20.0
2026-09-09 14:40:00+02:00,20.1
2026-09-09 14:50:00+02:00,20.1
2026-09-09 15:00:00+02:00,20.4
2026-09-09 15:10:00+02:00,21.0
2026-09-09 15:20:00+02:00,21.2
2026-09-09 15:30:00+02:00,20.3
2026-09-09 15:40:00+02:00,20.3
2026-09-09 15:50:00+02:00,20.0
2026-09-09 16:00:00+02:00,20.0
2026-09-09 16:10:00+02:00,20.3
2026-09-09 16:20:00+02:00,20.9
2026-09-09 16:30:00+02:00,21.4
2026-09-09 16:40:00+02:00,21.8
2026-09-09 16:50:00+02:00,21.1
2026-09-09 17:00:00+02:00,21.2
2026-09-09 17:10:00+02:00,20.7
2026-09-09 17:20:00+02:00,20.4
2026-09-09 17:30:00+02:00,20.6
2026-09-09 17:40:00+02:00,20.5
2026-09-09 17:50:00+02:00,20.6
2026-09-09 18:00:00+02:00,21.2
2026-09-09 18:10:00+02:00,20.4
2026-09-09 18:20:00+02:00,20.8
2026-09-09 18:30:00+02:00,20.7
2026-09-09 18:40:00+02:00,20.3
2026-09-09 18:50:00+02:00,20.0
2026-09-09 19:00:00+02:00,19.8
2026-09-09 19:10:00+02:00,20.0
2026-09-09 19:20:00+02:00,19.9
2026-09-09 19:30:00+02:00,19.7
2026-09-09 19:40:00+02:00,19.5
2026-09-09 19:50:00+02:00,19.1
2026-09-09 20:00:00+02:00,18.3
2026-09-09 20:10:00+02:00,18.8
2026-09-09 20:20:00+02:00,18.4
2026-09-09 20:30:00+02:00,18.1
2026-09-09 20:40:00+02:00,17.6
2026-09-09 20:50:00+02:00,16.8
2026-09-09 21:00:00+02:00,16.5
2026-09-09 21:10:00+02:00,16.1
2026-09-09 21:20:00+02:00,16.5
2026-09-09 21:30:00+02:00,16.6
2026-09-09 21:40:00+02:00,16.8
2026-09-09 21:50:00+02:00,16.9
2026-09-09 22:00:00+02:00,16.2
2026-09-09 22:10:00+02:00,16.3
2026-09-09 22:20:00+02:00,17.4
